Question Number,Questions,A1,A2,A3,A4,Correct Answer
Q 410.,What is the process for the tenant to renew his lease agreement for their apartment that is under the management of a property management firm?,(a)  Only by approaching the management company of the building,(b)  Through Dubai Land Department website,(c)  Through Dubai Rest app,(d)  Using his login credentials to the Ejari system,Answer: (a)
Q 411.,The method to value a mosque located in the Emirate of Dubai is:-,(a)  Cost approach,(b)  Income approach,(c)  Comparative sales approach,(d)  Profit Method,Answer: (a)
Q 412.,Property valuers do not need to carry out inspections,(a)  Correct,(b)  Incorrect,,,Answer: (b)
Q 413.,"In a CMA exercise, one of the comparable units is exactly the same as the subject unit EXCEPT that it has one more bathroom than the subject unit.  The comparable unit was sold at AED 1,000,000. The added value of the extra bathroom is AED 50,000. What should be the adjusted value of this comparable?","(a)  AED 950,000","(b)  AED 1,050,000","(c)  AED 1,000,000",,Answer: (a)
Q 414.,Which government entity is in charge of issuing valuation certificates for the property in Dubai?,(a)  Local Banks,(b)  Dubai Land Department,(c)  Accredited Valuators,"(d)  Licensing authorities (Trakhees, Dubai development authority, Dubai silicon oasis, ?)",Answer: (b)
Q 415.,Valuers can estimate the implied future rental growth by analysing yields,(a)   True,(b)   False,,,Answer: (a)
Q 416.,"The most important legal conditions that must be included in the real estate appraisal agreement are: that in the event of any dispute between the office and the entity requesting the appraisal, the Real Estate Regulatory Agency may consider it.",(a)   True,(b)   False,,,Answer: (a)
Q 417.,"Appraiser Jasim has a set of public service buildings like schools, mosques, and post offices, which he wants to appraise. Which approach to value would Jasim choose to complete the task?",(a)  Cost approach,(b)  Income approach,(c)  Price per square foot,(d)  Sales comparison,Answer: (a)
Q 418.,Which appraisal type using the cap rate?,(a)  Income approach,(b)  Market price comparison,(c)  Cost approach,(d)  Tax assessment approach,Answer: (a)
Q 419.,"What is the difference between the market value of a house, and the amount you owe the lender who holds the mortgage?",(a)  Equity,(b)  Appreciation,(c)  Depreciation,(d)  Variance,Answer: (a)
Q 420.,What is the best valuating approach for new constructed buildings?,(a)  Cost approach,(b)  Income approach,(c)  Market price approach,(d)  Tax assessment approach,Answer: (a)
Q 421.,"To appraise a 15-year-old single-family villa, what is the best approach?",(a)  Recent sale prices of nearby houses,(b)  Replacement cost,(c)  Original cost + money amounts spent on improvements,(d)  Rental yield figures,Answer: (a)
Q 422.,A Property Manager should always collect the following evidence from an individual tenant whose tenancy agreement is funded by an Employer:,(a)  Original Third Party Letter of Indemnity regarding payment of the rent; Trade license and Passport copy of third party general manager,(b)  Certificate of title; Copy of the Mortgage and Bank Statement (if property is mortgaged); DEWA Account,(c)  Certificate of title; Copy of the Mortgage and Bank Statement (if property is mortgaged); DEWA Account; Indemnity Letter from the Owner,(d)  DEWA Account; Passport copy; Memorandum of Association of owner employer,Answer: (a)
Q 423.,A Property Manager should always collect the following evidence from a corporate tenant (company):,(a)  Trade License; General Manager passport copy; Memorandum of Association stating the company General Manager has a right to enter agreements on behalf of the company or a POA or Board Resolution issued from the Company,(b)  Certificate of title; Copy of the Mortgage and Bank Statement (if property is mortgaged); DEWA Account; Indemnity Letter from the Owner,(c)  Company DEWA Account; RERA registration; passport copy of occupant,(d)  DEWA Account; Passport copy of occupant; Memorandum of Association of owner?s employer,Answer: (a)
Q 424.,"If the buyer is of a foreign nationality (non-GCC), the Broker has a duty to:",(a)  None of the answers is correct,(b)  Make sure the property the buyer wishes to purchase is in an area designated for expatriate ownership,(c)  Treat the case exactly as he would when dealing with a GCC national,,Answer: (b)
Q 425.,What is the better option for the Landlord when renting a property annually?,(a)  Offering 13 months lease for 12 months rent and keeping the month free at the end of the tenancy period,(b)  Reducing 12 months rent by 5%,(c)  Offering 13 months lease for 12 months rent and keeping the month free at the start of the tenancy period,(d)  Reducing 12 months rent by 8.5%,Answer: (a)
Q 426.,"To value an office tower adopting the capitalization method, you require information on:",(a)  Net income and construction cost,(b)  Construction cost and yield,(c)  Net income and yield,(d)  Yield and age of the building,Answer: (c)
Q 427.,The property Manager job is to:,"(a)  Set the policies, processes, systems and manpower required to manage the property",(b)  Grow the value and rent returns of the property,(c)  Plan and manage all the operational aspects of the property,(d)  All answers are correct,Answer: (d)
Q 428.,"After careful analysis of the property’s condition and performance, a property manager should be able to estimate the current and operating costs for a property and:",(a)   Provide the owner with a comprehensive financial plan and recommendation,(b)   Convince the owner to drop the rent price as much as possible,(c)   Negotiate a very high fee for his company,(d)   Start to promote the property immediately to attract potential tenants,Answer: (a)
Q 429.,One of the major responsibilities of the property manager is to:,(a)   Maintain tenant satisfactionand  Obtain the highest possible return on investment (ROI) and capital appreciation for the owner,(b)   Maintain tenant satisfaction,(c)   Obtain the highest possible return on investment (ROI) and capital appreciation for the owner,(d)   Keep maintenance costs to a minimum no matter what happens to the property and the tenant,Answer: (a)
Q 430.,"When determining the right pricing of the property you are managing, you should consider …",(a)   The physical and emotional benefits of the property,(b)   The physical benefits only,(c)   The fringe benefits only,(d)   None of the above,Answer: (a)
Q 431.,The Property Manager must ensure a property is fit for occupation. On which party does the onus lie to provide all approvals by competent authorities?,(a)   The Landlord,(b)   The Tenant,(c)   The Owners Association,(d)   The Contractor,Answer: (a)
Q 432.,A Property Manager owes a duty of care to his clients.  Which of the following are not obligations of a Property Manager:,(a)   To determine the level of service charge payable on a unit,(b)   To comply with the Code of Ethics,(c)   To act with Transparency and in Good Faith,(d)   To maintain proper records in respect of a property under his / her management,Answer: (a)
Q 433.,There are 2 forms of licences granted to Property Managers: (1) Leasing and Management of Other People’s Property; and (2) Real Estate Management and Supervision Services.  Under a Management and Supervision licence a Property Manager can:,(a)   Collect rent cheques in the name of the Landlord and pass them on to the Landlord,(b)   Receive rent cheques in his/her own name,(c)   Sub-lease a managed property,(d)   Enter a Sale and Purchase Agreement in his/her own name to sell a managed property,Answer: (a)
Q 434.,A tenant can sublease a property to another party without landlord consent,(a)   False,(b)   True,,,Answer: (a)
Q 435.,Residential property is homogenous and therefore they have the same Market Value,(a)   False,(b)   True,,,Answer: (a)
Q 436.,A lease agreement must be registered on Ejari to be valid,(a)   True,(b)   False,,,Answer: (a)
Q 437.,Rent increases in Dubai are typically based on the RERA rental index,(a)   True,(b)   False,,,Answer: (a)
Q 438.,What is Dubai municipality housing fee applied on free hold property that is not leased?,(a)  5% from the rental index average amount,(b)  5% from the property value,(c)  0.5% from the property value,(d)  2% from the rental index average amount,Answer: (a)
Q 439.,What is the tax % applied on residential off plan property?,(a)  No tax is applied when buying residential property,(b)  0.05,(c)  0.09,(d)  0.04,Answer: (a)
Q 440.,What is the tax % applied on residential completed property?,(a)  No tax is applied when buying residential property,(b)  0.05,(c)  0.09,(d)  0.04,Answer: (a)
Q 441.,Old service charge unpaid by previous owner is liability and has to be paid by whom old owner/ management company/ new owner?,(a)  Old owner,(b)  Management company,(c)  New owner,(d)  Distributed on the current owners,Answer: (a)
Q 442.,Which official channel is used to notify the tenant to vacate the property due to ownership change in 12 months notice?,(a)  Notarized notice,(b)  Email,(c)  Registered mail,(d)  Add in the newspaper,Answer: (a)
Q 443.,"What is quarter service charge of unit has suite area= 1500 sqft, balcony area = 200 sqft, where service charge rate is AED 15 per sqft. Note: balcony area subjected are for service charge is 25%.","(a)  Aed 5,812.5","(b)  Aed 25,500","(c)  Aed 6,375","(d)  Aed 23,250",Answer: (a)
Q 444.,"What is annual service charge of unit has suite area= 1500 sqft, balcony area = 200 sqft, where service charge rate is AED 15 per sqft. Note: balcony area subjected are for service charge is 25%.","(a)  Aed 23,250","(b)  Aed 25,500","(c)  Aed 6,375","(d)  Aed 5,812.5",Answer: (a)
Q 445.,Which example of communities may have master service charge applied by the master developer?,(a)  All answers are correct,(b)  Palm Jumeirah,(c)  Palm Deira,(d)  Arabian ranches,Answer: (a)
Q 446.,Which of the following facilities are associated with a Master Community:,(a)   Water ways and bridges,"(b)   Lobby, lifts and swimming pools;",(c)   Car parks and storage areas;,,Answer: (a)
Q 447.,"In a Jointly Owned Property, when does an Owners Association (OA) come into existence?",(a)   Upon the first registration of a unit in an owner’s name,(b)   Upon the last registration of a unit in an owner’s name,(c)   Upon the Building being registered with the Lands Department,(d)   Upon the first General Meeting of the OA,Answer: (a)
Q 448.,"The owner previously utilized the Dubai Rest application to settle their property service charge. However, when they checked the application for the next invoice, it was not available. What could be the potential reason for this issue?",(a)  The invoice was not issued by the management company on the mollak system,(b)  The management company decided to exempt the owner from paying the bill,(c)  The bill amount due is less than 500 dirhams,(d)  The owner needs to get in touch with the technical support team at the Land Department,Answer: (a)
Q 449.,When can the management company lawfully issue a legal notice to owners who have refused to pay the service charge invoice?,(a)  30 days after the date of the unpaid invoice,(b)  30 days after the date of the invoice being paid,(c)  15 days after the date of the unpaid invoice,(d)  15 days after the date of the paid invoice,Answer: (a)
Q 450.,How does the Dubai Land Department ensure transparency when establishing the service charge budget for a building or community?,(a)  By auctioning all maintenance works to maintenance companies to bid using mollak system (Munaqasat),(b)  Requesting feasibility study of the management company for maintenance works prior to budget approval,(c)  By requesting the developer to approve the maintenance works proposed by management company considering him the developer of the project,(d)  Requesting approval of the owner association committee of the building,Answer: (a)
Q 451.,What is the typical percentage of brokerage commission for property sales in the Dubai real estate market?,(a)  2,(b)  1,(c)  3,(d)  5,Answer: (a)
Q 452.,What is the type of title deed I receive when I buy leasehold type property,(a)  Lease to own development,(b)  Title deed,(c)  Initial sale certificate,(d)  Initial sale contract,Answer: (a)
Q 453.,Who can sign the sale contract at registration trustee office digitally,(a)  All answers are correct,(b)  UAE PASS registered users enabled for digital signature,(c)  Emirates id holders and registered in UAE PASS enabled for digital signature,(d)  Unified number registered in UAE PASS enabled for digital signature,Answer: (a)
Q 454.,Where do I find list of accredited registration trustee offices,(a)  Dubai Land Department website and Dubai REST app,(b)  Dubai Land Department website,(c)  Dubai REST app,(d)  Dubai now app,Answer: (a)
Q 455.,"How do I find property status including service charge fees, rental average, outstanding DEWA bill, Dubai municipality fines if found?",(a)  Dubai land department website - Property status enquiry and	Dubai REST app - Property status enquiry,(b)  Dubai Land Department website,(c)  Dubai REST app,(d)  Dubai now app,Answer: (a)
Q 456.,What does initial sale contract mean?,(a)  Contract registered in Dubai Land Department proves ownership of for off plan property,(b)  Contract between owner and broker,(c)  Title deed of completed property,(d)  MOU between seller and buyer,Answer: (a)
Q 457.,What are the main outputs buyer would receive when buying property in Dubai?,(a)  All answers are correct,(b)  Auto login to Dubai REST app,(c)  Digital title deed in his email and Dubai REST,(d)  Site map sent to his email and Dubai REST,Answer: (a)
Q 458.,Is Emirates ID copy enough for property transfer registration at trustee office?,(a)  No,(b)  Yes,(c)  Some times,(d)  None of the answers are correct,Answer: (a)
Q 459.,Is original Emirates ID is required at registration trustee office?,"(a)  Yes for Emirates ID carry holders and No, for non Emirates ID carry holders",(b)  Yes for emirates id carry holders,"(c)  No, for non emirates id carry holders",(d)  Some times,Answer: (a)
Q 460.,"When property mortgage is released, is new title deed generated with different number?",(a)  New title deed with different number and status free,(b)  New title deed with same number but released,(c)  New title deed with different number and status mortgaged,(d)  None of the answers are correct,Answer: (a)
Q 461.,Where do we upload non local government documents required to register property transfer?,(a)  Document vault upload service,(b)  Normal paper scanning,(c)  Just present the documents in front of registration trustee agent,(d)  None of the answers are correct,Answer: (a)
Q 462.,What is Dubai Land Department registration fees of usufruct right?,(a)  2% from the real property value,(b)  4% from the real property value,(c)  1% of the real property value,(d)  0.25% of real property value,Answer: (a)
Q 463.,What are the fees for registration of a lease finance contract of real estate property in the name of the financer?,(a)  0.25% of real property value,(b)  2% from the real property value,(c)  4% from the real property value,(d)  1% of the real property value,Answer: (a)
Q 464.,Where do I register loan buyout from bank to bank?,(a)  Registration trustee office,(b)  New financing bank,(c)  Original financing bank,(d)  None of the answers are correct,Answer: (a)
Q 465.,The manager cheque prepared for a completed property sales that is to be registered in registration trustee office will be written to whose beneficiary?,(a)  Owner of the property,(b)  Dubai Land Department,(c)  Buyer of the property,(d)  Escrow account,Answer: (a)
Q 466.,What is the maximum manager's cheque the buyer can pay for the property price in AED?,(a)  Unlimited,"(b)  AED 1,000,000","(c)  Aed 2,000,000",(d)  Cash is not allowed only manager cheque,Answer: (a)
Q 467.,Which of the following procedures would generate sitemap as mandatory output?,(a)  All answers are correct,(b)  Mortgage of property,(c)  Sale of property,(d)  Area modification of property,Answer: (a)
Q 468.,Why registration of mortgage is required to be registered at Dubai and department?,(a)  All answers are correct,(b)  To make sure mortgage is protecting the right of the bank,(c)  To make sure one mortgage can be don at a time for any property,(d)  To prevent any sales to happen for mortgaged property,Answer: (a)
Q 469.,What is the maximum cash limit that buyer can pay for the property price in AED?,(a)  Cash is not allowed only manager cheque,"(b)  AED 1,000,000","(c)  Aed 2,000,000",(d)  Unlimited,Answer: (a)
Q 470.,What are the exam fees for two brokers?,"(a)  Aed 1,545",(b)  Aed 525,"(c)  Aed 7,350",(d)  Aed 772.5,Answer: (a)
Q 471.,"What are the total fees applied at registration trustee office for direct sales of land worth AED 5,000,000 that does not include mortgage or finance?",(a)  Aed 250 for title deed + aed 100 for sitemap + aed 40 for knowledge and innovation fee,"(b)  Aed 4,000 + 5% vat for registration trustee services","(c)  Dubai land registration fees: (2%) aed 100,000 + aed 20 (knowledge and innovation fee) from owner, (2%) aed 100,,000+ aed 20 (knowledge and innovation fee) from buyer",(d)  All answers are correct,Answer: (a)
Q 472.,What is the area of Flat in (square feet) sqft if you know that the area= 150 square meter (sqm)?,"(a)  1,614 sqft","(b)  1,500 sqft","(c)  1,600 sqft",(d)  13.94 sqft,Answer: (a)
Q 473.,What is the service charge of balcony that has area of 16 sqm if service charge rate for suite area = AED 8 per sqft (balcony service charge rate=25% of suite area service charge rate)?,(a)  Aed 344.32,"(b)  Aed 1,377.28",(c)  Aed 32,"(d)  Aed 1,032.96",Answer: (a)
Q 474.,What is the service charge of balcony has area of 8 sq meter if service charge rate for suite area = AED16 per sqft (balcony service charge rate=25% of suite area service charge rate)?,(a)  Aed 344.32,"(b)  Aed 1,377.28",(c)  Aed 32,"(d)  Aed 1,032.96",Answer: (a)
Q 475.,"Land A is having area of 2,350.5 sqm, land B is having area of 1,410.5 and they are adjacent to each other, what is the resulted area if the two lands are joined together? (Sq.m to Sq.ft is 10.76)","(a)  40,468.36 sqft","(b)  3,760 sqm","(c)  3,760.5 sqm","(d)  40,457.6 sqft",Answer: (a)
Q 476.,"What Is the total brokerage fee when selling property for AED 2,250,600.00 through two brokers each having 2.5% commission of total property value?","(a)  Aed 112,530.00","(b)  Aed 56,265.00","(c)  Aed 112,500","(d)  Aed 56,250",Answer: (a)
Q 477.,What is the quarter service charge of balcony that has area of 8 sq meter if service charge rate for suite area = AED16 per sqft (balcony service charge rate=25% of suite area service charge rate)?,(a)  Aed 86.08,(b)  Aed 344.32,(c)  Aed 8,(d)  Aed 258.24,Answer: (a)
Q 478.,What is Dubai Land Department registration fees for mortgage?,(a)  0.25% of mortgage (debit) value,(b)  0.25% from the property value,(c)  0.5% of mortgage (debit) value,(d)  Non of the above,Answer: (a)
Q 479.,Can I apply for golden residence permit for gifted free hold property?,"(a)  Yes, if property investment is at least aed 2m paid.",(b)  Yes,(c)  No,"(d)  Yes, if property investment is at least aed 750,000 paid.",Answer: (a)
Q 480.,What is the registration fee of Dubai Land Department for Musataha contract? (use and development of the land of another person),(a)  1% of mustaha contract value,(b)  4% of mustaha contract value,(c)  2% of mustaha contract value,(d)  0.125% of mustaha contract value,Answer: (a)
Q 481.,"What is the property value if Dubai Land Department property registration fees is AED 40,000?","(a)  Aed 1,000,000","(b)  Aed 1,600","(c)  Aed 16,000","(d)  Aed 2,000,000",Answer: (a)
Q 482.,A parcel of land is 140 feet by 75 feet and the seller is asking AED 100 per square foot. What is the asking price in AED?,(a)  1050000,(b)  1365000,(c)  1470000,(d)  1650000,Answer: (a)
Q 483.,"A closing cost of two and one half discount points involved in purchase of a AED 184,000 property that has a mortgage with a 75% loan to value ratio would equal one of the following amounts in AED:",(a)  3450,(b)  3540,(c)  4600,(d)  138000,Answer: (a)
Q 484.,"A broker shares the commission that is earned on the sale of real estate with another salesperson in a 3 to 2 ratio, respectively. If the salesperson sells a property for AED 900,000 on which the office commissions are 5% of the sale price, then how much more would the broker earn than the salesperson in AED?",(a)  9000,(b)  18000,(c)  27000,(d)  180000,Answer: (a)
Q 485.,"A broker shares the commission that is earned on the sale of real estate with another salesperson in a 3 to 2 ratio, respectively. If the salesperson sells a property for AED 900,000 on which the office commissions are 5% of the sale price, then how much more would the salesperson earn in AED?",(a)  18000,(b)  27000,(c)  9000,(d)  180000,Answer: (a)
Q 486.,"Property owner wants to receive AED 500,000 after paying a real estate broker commission of 8%, at what price broker must the property in AED?",(a)  543478.26,(b)  842105.26,(c)  555555.56,(d)  None of the answers are correct,Answer: (a)
Q 487.,"A property is appraised at the request of a lender in order to provide a mortgage. The property value is determined to be AED 960,000. The lender provides a mortgage in the amount of AED 745,760. What is the loan-to-value ratio?",(a)  0.78,(b)  0.86,(c)  0.88,(d)  1.28,Answer: (a)
Q 488.,"Broker B has a 60/40 split with the broker A. He managed to sell a villa for 990,000 which entitled for a 3% commission. How much money did the Broker B made in AED?",(a)  17820,(b)  14850,(c)  29700,(d)  11880,Answer: (a)
Q 489.,"Broker A, B,C has participated in selling land of an area 100m X 70m with commission ratio 50/30/20 percent respectively, if the property is sold for AED 5,000 per square meter and the brokerage commission is 4%, what would be the commission of broker C less than commission of broker B in AED?",(a)  140000,(b)  280000,(c)  420000,(d)  700000,Answer: (a)
Q 490.,"How much seller's broker commission is more than buyer's broker commission in contract F when ratio share seller's broker: broker's broker commission is 3:2 for a property value of AED 2,500,000 and a total commission of 5%?",(a)  25000,(b)  50000,(c)  75000,(d)  125000,Answer: (a)
Q 491.,What is Dubai Land Department total fee for issuing site map for compound of 15 villas (sitemap for each villa)?,"(a)  AED 3,750","(b)  AED 1,500","(c)  Aed 5,555",(d)  Aed 250,Answer: (a)
Q 492.,What is Dubai Land Department fee for issuing title deeds for a compound of 15 villas?,"(a)  AED 3,750","(b)  AED 1,500","(c)  Aed 5,555",(d)  Aed 250,Answer: (a)
Q 493.,What is Dubai Land Department fee for issuing sitemap for each land?,(a)  AED 100,(b)  AED 250,(c)  Aed 370,(d)  Aed 500,Answer: (a)
Q 494.,"Jasim has passed away leaving land of area 120,000 sqft as inheritance, if the inheritance argument mentioned that heirs distribution is 1 share for daughter and 2 shares for each son, what would be the daughter inherited area in sqm registered in the title deed? (1 sqm=10.76 sqft)","(a)  2,230.5 sqm","(b)  24,000 sqm","(c)  4,461 sqm","(d)  8,922 sqm",Answer: (a)
Q 495.,A parcel of land is 140 feet by 75 feet and the seller is asking AED 130 per square foot. What is the asking price in AED?,(a)  1365000,(b)  1050000,(c)  1470000,(d)  1650000,Answer: (a)
Q 496.,"The management of a shopping mall charge mobile store owners an annual rent of AED 100 per square foot of storage area in addition to 4.5% of the gross business sales in excess of AED 400,000. If the dimensions of the store are 60' x 120' and the owner sells AED 2,000,000 worth of goods during the year, what is the total rent amount in AED for 3 years considering same sales amount is achieved?",(a)  2376000,(b)  2430000,(c)  2214000,(d)  231000,Answer: (a)
Q 497.,"Property owner wants to receive AED 800,000 after paying a real estate broker commission of 5%, at what price broker must the property in AED?",(a)  842105.26,(b)  762105.26,(c)  760000,(d)  840000,Answer: (a)
Q 498.,"Broker B has a 60/40 split with the broker A. He managed to sell a villa for 990,000 which entitled for a 6% commission. How much money did the Broker B made in AED?",(a)  35640,(b)  17820,(c)  23760,(d)  59400,Answer: (a)
Q 499.,"Owner accepts to pay a 5% commission as long as he nets AED 1,000,000 on the sale of his house. What would be the minimum listing price in AED?",(a)  1050000,(b)  1052632,(c)  1036000,(d)  1040400,Answer: (a)
Q 500.,"Broker A, B,C has participated in selling land of an area 100m X 70m with commission ratio 50/30/20 percent respectively, if the property is sold for AED 5,000 per square meter and the brokerage commission is 4%, what would be the commission of broker C in AED?",(a)  280000,(b)  140000,(c)  420000,(d)  700000,Answer: (a)
Q 501.,"Two owners first and second are sharing land ownership, what would be the difference of ownership between second and first owner if total area is 300'X400' if you know that owners' share ratio is 3:5 respectively first and second?","(a)  30,000 sqft","(b)  15,000 sqft","(c)  45,000 sqft","(d)  75,000 sqft",Answer: (a)
Q 502.,"What is the buyer's broker commission set in contract F when ratio share with seller's broker commission is 2:3 for a property value of AED 2,500,000 and a total commission of 5%",(a)  50000,(b)  25000,(c)  75000,(d)  125000,Answer: (a)
Q 503.,"What is the seller's broker commission set in contract F when ratio share with broker's broker commission is 2:3 for a property value of AED 2,500,000 and a total commission of 5%?",(a)  50000,(b)  25000,(c)  75000,(d)  125000,Answer: (a)
Q 504.,"Jasim has passed away leaving land of area 120,000 sqft as inheritance, if the inheritance argument mentioned that heirs distribution is 1 share for daughter and 2 shares for each son, what would be each son inherited area in sqm registered in the title deed? (1 sqm=10.76 sqft)","(a)  4,461 sqm","(b)  48,000 sqm","(c)  2,230.5 sqm","(d)  8,922 sqm",Answer: (a)
Q 505.,"A broker shares the commission that is earned on the sale of real estate with another salesperson in a 3 to 2 ratio, respectively. If the salesperson sells a property for AED 900,000 on which the office commissions are 5% of the sale price, then how much more would the broker earn in AED?",(a)  27000,(b)  9000,(c)  18000,(d)  180000,Answer: (a)
Q 506.,"The management of a shopping mall charge mobile store owners an annual rent of AED 100 per square foot of storage area in addition to 4.5% of the gross business sales in excess of AED 400,000. If the dimensions of the store are 60' x 120' and the owner sells AED 2,000,000 worth of goods during the year, what is the annual rent amount in AED?",(a)  792000,(b)  810000,(c)  738000,(d)  77000,Answer: (a)
Q 507.,"The management of a shopping mall charge mobile store owners an annual rent of AED 100 per square foot of storage area in addition to 4.5% of the gross business sales in excess of AED 400,000. If the dimensions of the store are 60' x 120' and the owner sells AED 2,000,000 worth of goods during the year, what is the monthly rent amount in AED?",(a)  66000,(b)  67500,(c)  61500,(d)  6417,Answer: (a)
Q 508.,"Jasim rents the first three of his five rentable units at AED 4,500 per unit per month and the remaining units at AED 1,700 per unit per week. If the total property expenses are AED 27,220 per year, what is the net rent annual income in AED?",(a)  311580,(b)  366020,(c)  47180,(d)  223180,Answer: (a)
Q 509.,"Jasim buys a villa for AED 4,600,000. Five years later, he sold the Villa for AED 545,000 and pays brokerage commission of 4% of the selling price. What is the brokerage fees in AED?",(a)  21800,(b)  218000,(c)  28100,(d)  184000,Answer: (a)
Q 510.,"Broker B has a 60/40 split with the broker A. He managed to sell a villa for 990,000 which entitled for a 6% commission. How much money did the Broker A made in AED?",(a)  23760,(b)  17820,(c)  35640,(d)  59400,Answer: (a)
Q 511.,"Broker B has a 60/40 split with the broker A. He managed to sell a villa for 990,000 which entitled for a 3% commission. How much money did the Broker B made more than broker A in AED?",(a)  5940,(b)  17820,(c)  14850,(d)  11880,Answer: (a)
Q 512.,"One house is sold for AED 1,155,000 that represents a 12% drop in price from the original listing price. If the listing agreement mentions a 6% commission on the listing broker's sale price, what would the broker earn if the house is sold for the original listing price in AED?",(a)  78750,(b)  71988,(c)  77616,(d)  69300,Answer: (a)
Q 513.,"Broker A, B,C has participated in selling land of an area 100m X 70m with commission ratio 50/30/20 percent respectively, if the property is sold for AED 5,000 per square meter and the brokerage commission is 4%, what would be the commission of broker B in AED?",(a)  420000,(b)  140000,(c)  280000,(d)  700000,Answer: (a)
Q 514.,"Two owners first and second are sharing land ownership, what would be the first owner share of the with total area 300'X400' and you know that owners' share ratio is 3:5 respectively first and second?","(a)  45,000 sqft","(b)  15,000 sqft","(c)  30,000 sqft","(d)  75,000 sqft",Answer: (a)
Q 515.,"Jasim has passed away leaving land of area 120,000 sqft as inheritance, if the inheritance argument mentioned that heirs distribution is 1 share for daughter and 2 shares for each son, what would be the two sons total inherited area in sqm registered in the title deed? (1 sqm=10.76 sqft)","(a)  8,922 sqm","(b)  96,000 sqm","(c)  2,230.5 sqm","(d)  4,461 sqm",Answer: (a)
Q 516.,"Jasim buys a villa for AED 4,600,000. Five years later, he sold the Villa for AED 5,450,000 and pays brokerage commission of 4% of the selling price. What is Jasim rate of profit?",(a)  0.13739,(b)  0.16246,(c)  0.04739,(d)  0.18478,Answer: (a)
Q 517.,"Jasim buys a villa for AED 4,600,000. Five years later, he sold the Villa for AED 5,450,000 and pays brokerage commission of 4% of the selling price. What is broker commission in AED?",(a)  0.13739,(b)  34000,(c)  184000,(d)  218000,Answer: (a)
Q 518.,"Broker B has a 60/40 split with the broker A. He managed to sell a villa for 990,000 which entitled for a 6% commission. How much money did Broker A made than broker B in AED?",(a)  11880,(b)  17820,(c)  35640,(d)  23760,Answer: (a)
Q 519.,"Broker B has a 60/40 split with the broker A. He managed to sell a villa for AED 990,000 which entitled for a 3% commission. How much money did the Broker A made in AED?",(a)  11880,(b)  17820,(c)  14850,(d)  29700,Answer: (a)
Q 520.,"One house is sold for AED 1,155,000 that represents a 12% drop in price from the original listing price. If the listing agreement mentions a 6% commission on the listing broker's sale price, what would the broker earn if the house is sold for the dropped price in AED?",(a)  69300,(b)  71988,(c)  77616,(d)  78750,Answer: (a)
Q 521.,"Owner accepts to pay a 5% commission as long as he nets AED 100,000 on the sale of his house. What would be the minimum listing price in AED?",(a)  None of the answers are correct,(b)  1052632,(c)  1050000,(d)  1036000,Answer: (a)
Q 522.,"Broker A, B,C has participated in selling land of an area 100m X 70m with commission ratio 5 to 3 to 2 respectively, if the property is sold for AED 5,000 per square meter and the brokerage commission is 4%, what would be the commission of broker A in AED?",(a)  700000,(b)  140000,(c)  280000,(d)  420000,Answer: (a)
Q 523.,"Two owners first and second are sharing land ownership, what would be the second owner share of the with total area 300'X400' if you know that owners' share ratio is 3:5 respectively first and second?","(a)  75,000 sqft","(b)  15,000 sqft","(c)  30,000 sqft","(d)  45,000 sqft",Answer: (a)
Q 524.,"What is the total brokerage commission when ratio share of seller's broker: broker's broker commission is 3:2 for a property value of AED 2,500,000 and a total commission of 5%?",(a)  125000,(b)  25000,(c)  50000,(d)  75000,Answer: (a)
Q 525.,"What is the broker commission amount in AED if a property is listed for AED 2,400,000, sold for AED 2,200,000, and the broker's commission is 3% of the sale price?","(a)  AED 66,000","(b)  AED 72,000","(c)  AED 33,000","(d)  AED 36,000",Answer: (a)
Q 526.,"What is the broker commission amount in AED if a property is listed for AED 2,400,000, sold for AED 2,200,000, and the broker's commission is 3% of the listed price?","(a)  AED 72,000","(b)  AED 66,000","(c)  AED 33,000","(d)  AED 36,000",Answer: (a)
Q 527.,"What is the broker commission amount in AED if a property is listed for AED 2,400,000, sold for AED 2,200,000, and the broker's commission is 1.5% of the listed price?","(a)  AED 33,000","(b)  AED 66,000","(c)  AED 72,000","(d)  AED 36,000",Answer: (a)
Q 528.,"What is the broker commission amount in AED if a property is listed for AED 2,400,000, sold for AED 2,200,000, and the broker's commission is 1.5% of the sale price?","(a)  AED 36,000","(b)  AED 66,000","(c)  AED 72,000","(d)  AED 33,000",Answer: (a)
Q 529.,"If a commercial property is leased where the tenant agrees to pay AED 23,000 per month plus 3.75% of their gross yearly sales, what type of lease is it classified as?",(a)  Percentage lease,(b)  Single net lease,(c)  Double net lease,(d)  Triple net lease,Answer: (a)
Q 530.,"What is the monthly net income in AED on an investment of AED 1,260,000, if the rate of return is 12.5%?","(a)  AED 13,125","(b)  AED 10,080,000","(c)  AED 15,748","(d)  AED 157,500",Answer: (a)
Q 531.,"What is the yearly net income in AED on an investment of AED 1,260,000, if the rate of return is 12.5%?","(a)  AED 157,500","(b)  AED 10,080,000","(c)  AED 15,748","(d)  AED 13,125",Answer: (a)
Q 532.,"Jasim needs to sell his house at least AED 900,000, if his total cost is 10% of sale price, what is the minimum price in AED he should offer his house for?","(a)  AED 1,000,000","(b)  AED 810,000","(c)  AED 999,910","(d)  AED 1,090,000",Answer: (a)
